9014125,58690607,1.0,add_order,2019-04-11 14:30:44.207346
9014125,58690607,1.0,close_order,2019-04-11 14:33:28.835034
9014125,58690714,1.0,add_order,2019-04-11 14:44:08.641139
9014125,58690714,1.0,close_order,2019-04-11 14:44:58.978005
9014125,58690791,2.0,add_order,2019-04-11 14:48:39.996667
9014125,58690791,2.0,close_order,2019-04-11 14:49:56.971594
9014125,58694064,1.0,add_order,2019-04-11 18:05:25.679689
9014125,58694064,1.0,close_order,2019-04-11 18:09:07.979870
9014125,58694172,1.0,add_order,2019-04-11 18:13:30.123236
9014125,58694172,1.0,close_order,2019-04-11 18:16:16.848930
9014125,58694313,1.0,add_order,2019-04-11 18:21:39.565368
9014125,58694313,1.0,close_order,2019-04-11 18:23:14.245816
9014125,58694367,1.0,add_order,2019-04-11 18:24:57.534777
9014125,58694398,1.0,add_order,2019-04-11 18:27:03.200520
9014125,58694367,1.0,close_order,2019-04-11 18:27:55.997375
9014125,58694398,1.0,close_order,2019-04-11 18:28:03.335024
9014125,58694503,1.0,add_order,2019-04-11 18:35:48.318267
9014125,58694503,1.0,close_order,2019-04-11 18:36:57.033744
9014125,58694525,1.0,add_order,2019-04-11 18:37:39.558176
9014125,58694539,1.0,add_order,2019-04-11 18:38:20.355114
9014125,58694539,1.0,close_order,2019-04-11 18:39:24.503538
9014125,58694586,1.0,add_order,2019-04-11 18:41:59.137992
9014125,58694586,1.0,close_order,2019-04-11 18:42:38.113494
9014125,58694600,1.0,add_order,2019-04-11 18:44:44.337064
9014125,58694600,1.0,close_order,2019-04-11 18:45:24.823086
9014125,58694639,1.0,add_order,2019-04-11 18:46:40.822572
9014125,58695048,1.0,add_order,2019-04-11 19:22:40.844815
9014125,58695048,1.0,close_order,2019-04-11 19:23:55.206915
