9014442,58841524,USDCHF,4,add_order,2019-04-23 13:00:03.646991
9014442,58841526,USDCHF,5,add_order,2019-04-23 13:00:04.798622
9014442,58841528,USDCHF,2,add_order,2019-04-23 13:00:06.067856
9014442,58841530,USDCHF,4,add_order,2019-04-23 13:00:07.320459
9014442,58841531,USDCHF,1,add_order,2019-04-23 13:00:08.538581
9014442,"[[58841524, 4], [58841526, 5], [58841528, 2]]",5.0,close_order,2019-04-23 13:01:46.142221
9014442,"[[58841526, 5], [58841528, 2]]",5.0,close_order,2019-04-23 13:01:46.883487
9014442,"[[58841528, 2]]",5.0,close_order,2019-04-23 13:01:47.571291
9014442,[],5.0,close_order,2019-04-23 13:01:48.250076
9014442,"[[58841531, 1]]",5.0,close_order,2019-04-23 13:01:48.831394
9014442,[],5.0,close_order,2019-04-23 13:01:49.573694
9014442,58842777,USDCHF,1,add_order,2019-04-23 13:37:45.794440
9014442,58842779,USDCHF,3,add_order,2019-04-23 13:37:46.911635
9014442,58842781,USDCHF,2,add_order,2019-04-23 13:37:48.092265
9014442,58842786,USDCHF,1,add_order,2019-04-23 13:38:20.891035
9014442,58842788,USDCHF,1,add_order,2019-04-23 13:38:21.961688
9014442,58842789,USDCHF,2,add_order,2019-04-23 13:38:23.212869
9014442,58842791,USDCHF,1,add_order,2019-04-23 13:38:24.459486
9014442,58842793,USDCHF,3,add_order,2019-04-23 13:38:25.610774
9014442,58842794,USDCHF,3,add_order,2019-04-23 13:38:26.742150
9014442,58842795,USDCHF,1,add_order,2019-04-23 13:38:27.957280
9014442,58842796,USDCHF,3,add_order,2019-04-23 13:38:29.145422
9014442,58842797,USDCHF,1,add_order,2019-04-23 13:38:30.373946
9014442,58842798,USDCHF,2,add_order,2019-04-23 13:38:31.565085
9014442,"[[58842779, 3], [58842781, 2]]",3.0,close_order,2019-04-23 13:40:08.458348
9014442,"[[58842781, 2]]",3.0,close_order,2019-04-23 13:40:09.039188
9014442,[],3.0,close_order,2019-04-23 13:40:09.751594
9014442,"[[58842788, 1], [58842789, 2], [58842791, 1], [58842793, 3], [58842794, 3]]",5.0,close_order,2019-04-23 13:40:10.283469
9014442,"[[58842789, 2], [58842791, 1], [58842793, 3], [58842794, 3]]",5.0,close_order,2019-04-23 13:40:10.847280
9014442,"[[58842791, 1], [58842793, 3], [58842794, 3]]",5.0,close_order,2019-04-23 13:40:11.562540
9014442,"[[58842793, 3], [58842794, 3]]",5.0,close_order,2019-04-23 13:40:12.283309
9014442,"[[58842794, 3]]",5.0,close_order,2019-04-23 13:40:12.981085
9014442,[],5.0,close_order,2019-04-23 13:40:13.719857
9014442,"[[58842796, 3], [58842797, 1], [58842798, 2]]",6.0,close_order,2019-04-23 13:40:14.911476
9014442,"[[58842797, 1], [58842798, 2]]",6.0,close_order,2019-04-23 13:40:15.695196
9014442,"[[58842798, 2]]",6.0,close_order,2019-04-23 13:40:16.415965
9014442,[],6.0,close_order,2019-04-23 13:40:17.152734
9014442,58844314,USDCHF,6.0,add_order,2019-04-23 15:04:01.800389
9014442,58844316,USDCHF,6.0,add_order,2019-04-23 15:04:02.874019
9014442,58844319,USDCHF,6.0,add_order,2019-04-23 15:04:03.934926
9014442,58844321,USDCHF,6.0,add_order,2019-04-23 15:04:04.864783
9014442,58844323,USDCHF,6.0,add_order,2019-04-23 15:04:05.888881
9014442,58844325,USDCHF,6.0,add_order,2019-04-23 15:04:06.994102
9014442,58844328,USDCHF,6.0,add_order,2019-04-23 15:04:08.067742
9014442,58844329,USDCHF,6.0,add_order,2019-04-23 15:04:09.343554
9014442,58844332,USDCHF,6.0,add_order,2019-04-23 15:04:10.619661
9014442,58844333,USDCHF,6.0,add_order,2019-04-23 15:04:11.915275
9014442,58844335,USDCHF,6.0,add_order,2019-04-23 15:04:13.173063
9014442,58844336,USDCHF,6.0,add_order,2019-04-23 15:04:14.413521
9014442,58844337,USDCHF,6.0,add_order,2019-04-23 15:04:15.637942
9014442,58844339,USDCHF,6.0,add_order,2019-04-23 15:04:16.851558
9014442,58844340,USDCHF,6.0,add_order,2019-04-23 15:04:18.108689
9014442,58844670,USDCHF,6.0,add_order,2019-04-23 15:25:55.019410
9014442,58844671,USDCHF,6.0,add_order,2019-04-23 15:25:56.117116
9014442,58844672,USDCHF,6.0,add_order,2019-04-23 15:25:57.350236
9014442,58844674,USDCHF,6.0,add_order,2019-04-23 15:25:58.598345
9014442,58845180,USDCHF,6.0,add_order,2019-04-23 15:51:44.023253
9014442,58845182,USDCHF,6.0,add_order,2019-04-23 15:51:48.110199
9014442,58845184,USDCHF,6.0,add_order,2019-04-23 15:51:49.298352
9014442,58845185,USDCHF,6.0,add_order,2019-04-23 15:51:50.527470
9014442,58845420,USDCHF,6.0,add_order,2019-04-23 16:06:25.387238
9014442,58845421,USDCHF,6.0,add_order,2019-04-23 16:06:26.500441
9014442,58845422,USDCHF,6.0,add_order,2019-04-23 16:06:27.717877
9014442,58845423,USDCHF,6.0,add_order,2019-04-23 16:06:28.987318
9014442,58845536,USDCHF,6.0,add_order,2019-04-23 16:12:11.672909
9014442,58845537,USDCHF,6.0,add_order,2019-04-23 16:12:12.702164
9014442,58845540,USDCHF,6.0,add_order,2019-04-23 16:12:13.810825
9014442,58845542,USDCHF,6.0,add_order,2019-04-23 16:12:15.034938
9014442,58845543,USDCHF,6.0,add_order,2019-04-23 16:12:16.273055
9014442,58845544,USDCHF,6.0,add_order,2019-04-23 16:12:17.510661
9014442,58845691,USDCHF,6.0,add_order,2019-04-23 16:17:11.484635
9014442,58845692,USDCHF,6.0,add_order,2019-04-23 16:17:12.559290
9014442,58845693,USDCHF,6.0,add_order,2019-04-23 16:17:13.745218
9014442,58845694,USDCHF,6.0,add_order,2019-04-23 16:17:14.950865
9014442,58845779,USDCHF,6.0,add_order,2019-04-23 16:21:19.261605
9014442,58845781,USDCHF,6.0,add_order,2019-04-23 16:21:20.307682
9014442,58845783,USDCHF,6.0,add_order,2019-04-23 16:21:21.382399
9014442,58845785,USDCHF,6.0,add_order,2019-04-23 16:21:22.479170
9014442,58845786,USDCHF,6.0,add_order,2019-04-23 16:21:23.757130
9014442,58846446,USDCHF,6.0,add_order,2019-04-23 17:07:59.112120
9014442,58846448,USDCHF,6.0,add_order,2019-04-23 17:08:00.252696
9014442,58846450,USDCHF,6.0,add_order,2019-04-23 17:08:01.480824
9014442,"[58846448, {'symbol': 'USDCHF', 'volume': 7, 'order_type': 'buy'}]","[58846450, {'symbol': 'USDCHF', 'volume': 4, 'order_type': 'buy'}]",close_order,2019-04-23 17:08:12.723650
9014442,58850280,USDCHF,6.0,add_order,2019-04-23 20:49:18.426274
9014442,58850283,USDCHF,6.0,add_order,2019-04-23 20:49:20.010150
9014442,58850284,USDCHF,6.0,add_order,2019-04-23 20:49:21.161326
9014442,58850285,USDCHF,6.0,add_order,2019-04-23 20:49:22.455934
9014442,"[58850283, {'symbol': 'USDCHF', 'volume': 3, 'order_type': 'buy'}]","[58850284, {'symbol': 'USDCHF', 'volume': 2, 'order_type': 'buy'}]",close_order,2019-04-23 20:49:30.625398
9014442,"[58850284, {'symbol': 'USDCHF', 'volume': 2, 'order_type': 'buy'}]","[58850285, {'symbol': 'USDCHF', 'volume': 7, 'order_type': 'buy'}]",close_order,2019-04-23 20:49:31.177215
